time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol
2024-04-30 17:00:00,60466.13,60025.94,60306.06,2169.21,130637242.01,60320.56,direct,
2024-04-30 18:00:00,60479.38,59967.59,60320.56,2521.45,151827478.43,60336.72,direct,
2024-04-30 19:00:00,60435.6,59097.29,60336.72,5029.48,300407147.41,59146.93,direct,
2024-04-30 20:00:00,60078.54,59135.58,59146.93,2854.37,170518920.32,59873.59,direct,
2024-04-30 21:00:00,60313.86,59869.13,59873.59,1119.33,67300699.68,60116.23,direct,
2024-04-30 22:00:00,60974.62,60087.81,60116.23,1481.29,89710637.82,60536.7,direct,
2024-04-30 23:00:00,60865.12,60357.14,60536.7,716.67,43431772.55,60633.97,direct,
2024-05-01 00:00:00,60788.52,60033.7,60633.97,1025.29,61921050.28,60185.19,direct,
2024-05-01 01:00:00,60349.44,59814.35,60185.19,1193.32,71706208.15,60074.33,direct,
2024-05-01 02:00:00,60116.43,59532.75,60074.33,1062.97,63524701.27,59869.47,direct,
2024-05-01 03:00:00,60246.96,59848.21,59869.47,693.29,41642092.34,60186.67,direct,
2024-05-01 04:00:00,60288.27,60141.09,60186.67,611.54,36837533.69,60222.57,direct,
2024-05-01 05:00:00,60257.76,59896.94,60222.57,592.28,35570802.25,59983.58,direct,
2024-05-01 06:00:00,60041.67,59465.34,59983.58,890.18,53188988.88,59484.67,direct,
2024-05-01 07:00:00,59510.39,57076.19,59484.67,7194.72,417977373.69,57450.22,direct,
2024-05-01 08:00:00,57533.92,56516.09,57450.22,4279.78,243946635.38,57084.91,direct,
2024-05-01 09:00:00,57563.3,56980.17,57084.91,2053.92,117551755.6,57065.14,direct,
2024-05-01 10:00:00,57718.66,56835.86,57065.14,1686.51,96595428.82,57715.91,direct,
2024-05-01 11:00:00,57847.21,57422.24,57715.91,1423.26,82024318.64,57840.9,direct,
2024-05-01 12:00:00,58231.32,57681.52,57840.9,1818.41,105450686.53,57936.08,direct,
2024-05-01 13:00:00,57961.47,57205.34,57936.08,2443.16,140529535.75,57246.74,direct,
2024-05-01 14:00:00,57519.51,57064.63,57246.74,2114.92,121174469.63,57424.84,direct,
2024-05-01 15:00:00,57443.81,56623.09,57424.84,2422.22,137900305.79,56817.62,direct,
2024-05-01 16:00:00,57371.07,56694.47,56817.62,1726.5,98448898.66,56987.45,direct,
2024-05-01 17:00:00,57616.57,56590.23,56987.45,1829.02,104452430.37,57376.3,direct,
2024-05-01 18:00:00,59411.2,57281.95,57376.3,4949.67,288809288.51,58874.42,direct,
2024-05-01 19:00:00,59217.02,56828.97,58874.42,6595.94,381075196.0,56897.76,direct,
2024-05-01 20:00:00,57464.46,56712.06,56897.76,1775.04,101453792.76,57306.0,direct,
2024-05-01 21:00:00,58083.95,57214.24,57306.0,1252.88,72288693.76,57835.7,direct,
2024-05-01 22:00:00,58121.02,57793.95,57835.7,1044.3,60507763.42,57815.51,direct,
2024-05-01 23:00:00,58479.43,57756.06,57815.51,1374.67,79925850.57,58277.44,direct,
2024-05-02 00:00:00,58526.39,57598.16,58277.44,1078.21,62609687.81,57714.46,direct,
2024-05-02 01:00:00,57841.14,56936.28,57714.46,1271.86,72913971.84,57062.38,direct,
2024-05-02 02:00:00,57592.96,57062.37,57062.38,1007.61,57755931.19,57416.63,direct,
2024-05-02 03:00:00,57643.69,57333.84,57416.63,934.88,53696944.46,57392.26,direct,
2024-05-02 04:00:00,57583.4,57264.01,57392.26,482.31,27704462.91,57337.33,direct,
2024-05-02 05:00:00,57481.67,57174.04,57337.33,567.69,32562687.49,57444.18,direct,
2024-05-02 06:00:00,57680.55,57386.89,57444.18,600.47,34561380.09,57594.8,direct,
2024-05-02 07:00:00,57891.43,57587.51,57594.8,772.71,44611991.07,57643.9,direct,
2024-05-02 08:00:00,57937.12,57593.6,57643.9,722.15,41743488.52,57812.02,direct,
2024-05-02 09:00:00,57864.75,57629.04,57812.02,627.23,36222937.41,57779.15,direct,
2024-05-02 10:00:00,57886.85,57566.49,57779.15,914.37,52791598.18,57795.16,direct,
2024-05-02 11:00:00,58668.58,57772.64,57795.16,2586.39,150839621.72,58548.8,direct,
2024-05-02 12:00:00,59101.72,58448.63,58548.8,2181.42,128297879.42,58550.88,direct,
2024-05-02 13:00:00,58783.35,58239.45,58550.88,1811.72,106014754.69,58456.77,direct,
2024-05-02 14:00:00,59292.28,58298.98,58456.77,2605.13,153090236.4,59063.4,direct,
2024-05-02 15:00:00,59468.56,58977.37,59063.4,1801.61,106778148.38,59280.48,direct,
2024-05-02 16:00:00,59331.13,58967.72,59280.48,1210.43,71510828.76,59031.04,direct,
2024-05-02 17:00:00,59290.45,58972.55,59031.04,1133.79,67014088.93,59211.13,direct,
2024-05-02 18:00:00,59589.15,59005.72,59211.13,1561.8,92678963.53,59409.31,direct,
2024-05-02 19:00:00,59413.89,59040.63,59409.31,1409.24,83442859.96,59375.64,direct,
2024-05-02 20:00:00,59456.86,58667.59,59375.64,1901.21,112285232.13,58752.82,direct,
2024-05-02 21:00:00,59628.08,58728.03,58752.82,927.97,54851989.37,59127.88,direct,
2024-05-02 22:00:00,59458.13,59094.92,59127.88,908.92,53919355.59,59343.91,direct,
2024-05-02 23:00:00,59393.02,59081.9,59343.91,452.76,26819663.4,59083.85,direct,
2024-05-03 00:00:00,59139.83,58835.76,59083.85,675.86,39883319.05,59058.44,direct,
2024-05-03 01:00:00,59511.21,59028.12,59058.44,1171.34,69530550.61,59338.86,direct,
2024-05-03 02:00:00,59922.59,59286.59,59338.86,1179.08,70344772.04,59566.88,direct,
2024-05-03 03:00:00,60016.19,59535.69,59566.88,828.69,49574887.9,59747.96,direct,
2024-05-03 04:00:00,59858.48,59574.98,59747.96,586.83,35038041.69,59624.96,direct,
2024-05-03 05:00:00,59644.0,59493.11,59624.96,560.39,33382750.32,59549.3,direct,
2024-05-03 06:00:00,59589.02,59263.17,59549.3,586.45,34859012.62,59281.78,direct,
2024-05-03 07:00:00,59445.85,59078.38,59281.78,994.82,59016186.62,59185.72,direct,
2024-05-03 08:00:00,59395.75,59140.3,59185.72,535.19,31733486.44,59229.15,direct,
2024-05-03 09:00:00,59575.76,59208.68,59229.15,768.25,45659322.23,59479.82,direct,
2024-05-03 10:00:00,59488.08,58870.57,59479.82,957.84,56628971.56,59046.13,direct,
2024-05-03 11:00:00,59434.15,58882.0,59046.13,912.14,53906099.02,59293.56,direct,
2024-05-03 12:00:00,60761.97,59004.17,59293.56,3818.77,229498164.79,60655.29,direct,
2024-05-03 13:00:00,61822.18,60541.77,60655.29,5048.56,309606995.03,61718.08,direct,
2024-05-03 14:00:00,62137.85,61406.39,61718.08,3060.42,188928334.14,61663.49,direct,
2024-05-03 15:00:00,61823.43,61380.39,61663.49,1499.76,92355369.42,61713.05,direct,
2024-05-03 16:00:00,62194.39,61579.67,61713.05,1858.28,114978239.46,61714.12,direct,
2024-05-03 17:00:00,61981.95,61578.7,61714.12,1268.21,78378287.14,61846.8,direct,
2024-05-03 18:00:00,62024.8,61739.76,61846.8,874.07,54065275.28,61845.38,direct,
2024-05-03 19:00:00,62129.99,61620.51,61845.38,2325.25,143681178.17,62099.59,direct,
2024-05-03 20:00:00,63224.79,62010.61,62099.59,2796.7,175329848.92,62928.89,direct,
2024-05-03 21:00:00,62970.97,62419.72,62928.89,948.78,59478381.44,62778.4,direct,
2024-05-03 22:00:00,63044.13,62692.5,62778.4,1035.77,65129471.71,62836.29,direct,
2024-05-03 23:00:00,63355.83,62820.07,62836.29,888.94,56051717.44,62917.45,direct,
2024-05-04 00:00:00,63201.16,62816.79,62917.45,668.02,42057289.74,63113.94,direct,
2024-05-04 01:00:00,63603.51,62856.25,63113.94,1367.94,86396477.97,62890.13,direct,
2024-05-04 02:00:00,62929.06,62587.84,62890.13,696.58,43694222.19,62719.62,direct,
2024-05-04 03:00:00,62898.18,62691.18,62719.62,498.52,31276938.03,62739.08,direct,
2024-05-04 04:00:00,63200.59,62709.81,62739.08,647.09,40713687.97,63088.27,direct,
2024-05-04 05:00:00,63479.78,62996.15,63088.27,642.42,40600873.93,63423.75,direct,
2024-05-04 06:00:00,63423.8,62945.02,63423.75,501.39,31664335.94,62996.41,direct,
2024-05-04 07:00:00,63153.22,62915.28,62996.41,624.23,39346520.63,62993.32,direct,
2024-05-04 08:00:00,63239.01,62960.81,62993.32,363.84,22950961.33,63187.02,direct,
2024-05-04 09:00:00,63311.51,63080.36,63187.02,460.84,29132447.7,63190.27,direct,
2024-05-04 10:00:00,64481.86,63128.65,63190.27,1579.52,100740369.18,64448.32,direct,
2024-05-04 11:00:00,64539.14,63708.88,64448.32,1331.76,85487229.35,63890.81,direct,
2024-05-04 12:00:00,64114.95,63790.46,63890.81,625.39,39972825.34,64093.23,direct,
2024-05-04 13:00:00,64171.2,63477.98,64093.23,901.07,57475348.43,63755.74,direct,
2024-05-04 14:00:00,63964.71,63576.47,63755.74,684.61,43672454.72,63841.23,direct,
2024-05-04 15:00:00,63858.7,63488.8,63841.23,588.28,37434186.57,63631.96,direct,
2024-05-04 16:00:00,63728.37,63436.88,63631.96,509.31,32382600.09,63692.18,direct,
2024-05-04 17:00:00,63747.65,63364.11,63692.18,659.01,41876500.12,63479.86,direct,
2024-05-04 18:00:00,63756.88,63416.28,63479.86,374.38,23813458.01,63664.55,direct,
2024-05-04 19:00:00,64023.18,63560.45,63664.55,612.52,39045331.06,63934.16,direct,
2024-05-04 20:00:00,64201.7,63869.82,63934.16,581.82,37247358.45,63879.66,direct,
2024-05-04 21:00:00,64120.45,63575.39,63879.66,573.32,36599478.95,63909.88,direct,
2024-05-04 22:00:00,63942.89,63605.48,63909.88,379.83,24208548.61,63630.03,direct,
2024-05-04 23:00:00,63938.87,63625.54,63630.03,335.21,21403349.59,63904.51,direct,
2024-05-05 00:00:00,64190.93,63452.41,63904.51,1009.46,64444912.88,63531.71,direct,
2024-05-05 01:00:00,63599.26,62923.47,63531.71,1082.99,68484060.89,63328.42,direct,
2024-05-05 02:00:00,63449.82,63160.24,63328.42,471.91,29890689.66,63168.02,direct,
2024-05-05 03:00:00,63286.89,63033.26,63168.02,405.44,25611754.71,63252.15,direct,
2024-05-05 04:00:00,63436.63,63247.78,63252.15,296.64,18794402.83,63362.71,direct,
2024-05-05 05:00:00,63501.35,63157.37,63362.71,336.38,21310058.84,63228.04,direct,
2024-05-05 06:00:00,63476.92,63185.53,63228.04,227.27,14400295.7,63395.93,direct,
2024-05-05 07:00:00,63959.75,63382.28,63395.93,515.89,32862903.04,63754.55,direct,
2024-05-05 08:00:00,63928.05,63578.36,63754.55,603.63,38491267.41,63689.79,direct,
2024-05-05 09:00:00,63744.05,63582.88,63689.79,267.7,17045891.04,63688.8,direct,
2024-05-05 10:00:00,63842.52,63575.73,63688.8,237.1,15103467.6,63706.41,direct,
2024-05-05 11:00:00,63943.01,63629.1,63706.41,423.3,27015542.75,63866.25,direct,
2024-05-05 12:00:00,63886.01,63658.92,63866.25,304.91,19440301.43,63742.57,direct,
2024-05-05 13:00:00,64273.53,63650.7,63742.57,986.55,63211778.73,64137.66,direct,
2024-05-05 14:00:00,64148.37,63786.21,64137.66,460.07,29423739.87,64113.01,direct,
2024-05-05 15:00:00,64634.43,64011.88,64113.01,1014.1,65246517.74,64434.28,direct,
2024-05-05 16:00:00,64548.64,64226.12,64434.28,681.88,43905856.88,64333.91,direct,
2024-05-05 17:00:00,64488.14,64193.49,64333.91,568.5,36601265.05,64237.8,direct,
2024-05-05 18:00:00,64264.47,63861.39,64237.8,606.7,38881503.95,63964.49,direct,
2024-05-05 19:00:00,64022.2,63868.49,63964.49,400.28,25590925.87,63894.43,direct,
2024-05-05 20:00:00,63894.82,63601.55,63894.43,566.62,36112350.59,63751.03,direct,
2024-05-05 21:00:00,63880.71,63625.5,63751.03,336.21,21429475.35,63880.71,direct,
2024-05-05 22:00:00,63904.02,63727.99,63880.71,284.6,18157331.95,63880.16,direct,
2024-05-05 23:00:00,64241.36,63855.8,63880.16,507.45,32510694.84,64037.5,direct,
2024-05-06 00:00:00,64362.44,64033.03,64037.5,519.22,33331801.34,64238.49,direct,
2024-05-06 01:00:00,64491.12,64091.92,64238.49,620.69,39921214.16,64166.58,direct,
2024-05-06 02:00:00,64237.48,63852.94,64166.58,407.64,26126753.49,63854.85,direct,
2024-05-06 03:00:00,63953.91,63734.68,63854.85,344.4,21990217.41,63887.56,direct,
2024-05-06 04:00:00,64188.81,63790.81,63887.56,491.46,31430847.25,64172.46,direct,
2024-05-06 05:00:00,64337.42,64052.68,64172.46,433.14,27801475.28,64193.28,direct,
2024-05-06 06:00:00,64466.61,64153.73,64193.28,528.91,34021730.47,64249.55,direct,
2024-05-06 07:00:00,64580.55,64173.93,64249.55,666.52,42905632.18,64557.87,direct,
2024-05-06 08:00:00,65517.33,64490.32,64557.87,2011.9,131018609.26,65157.09,direct,
2024-05-06 09:00:00,65371.27,65131.72,65157.09,627.42,40926121.86,65178.65,direct,
2024-05-06 10:00:00,65278.72,63853.96,65178.65,1715.22,110555311.09,64040.35,direct,
2024-05-06 11:00:00,64372.96,64025.14,64040.35,762.75,48969621.96,64220.44,direct,
2024-05-06 12:00:00,64332.21,63355.94,64220.44,2240.43,142952220.24,63599.2,direct,
2024-05-06 13:00:00,63994.28,63466.58,63599.2,1661.1,105829291.82,63889.0,direct,
2024-05-06 14:00:00,64231.19,63235.93,63889.0,1689.98,107929507.29,63283.78,direct,
2024-05-06 15:00:00,63763.09,62937.92,63283.78,1744.66,110395007.81,63651.29,direct,
2024-05-06 16:00:00,63749.55,63119.63,63651.29,1170.71,74273707.73,63189.23,direct,
2024-05-06 17:00:00,63501.64,62968.6,63189.23,1192.21,75351875.85,63171.28,direct,
2024-05-06 18:00:00,63524.66,62972.28,63171.28,1099.48,69548642.22,63396.39,direct,
2024-05-06 19:00:00,63409.83,62715.9,63396.39,1883.33,118713142.47,63205.34,direct,
2024-05-06 20:00:00,63396.69,63041.94,63205.34,708.66,44816692.46,63301.51,direct,
2024-05-06 21:00:00,63603.62,63300.96,63301.51,679.85,43158957.27,63555.4,direct,
2024-05-06 22:00:00,63573.82,63420.29,63555.4,381.35,24217327.12,63497.57,direct,
2024-05-06 23:00:00,63497.61,63143.0,63497.57,501.51,31742754.72,63168.44,direct,
2024-05-07 00:00:00,63661.72,62970.79,63168.44,1255.23,79564614.15,63545.67,direct,
2024-05-07 01:00:00,63956.02,63487.36,63545.67,696.5,44392611.06,63888.19,direct,
2024-05-07 02:00:00,63932.54,63627.59,63888.19,461.38,29408876.69,63711.4,direct,
2024-05-07 03:00:00,63729.91,62857.83,63711.4,994.74,62954779.32,63246.07,direct,
2024-05-07 04:00:00,63463.19,63099.87,63246.07,568.04,35964180.07,63456.4,direct,
2024-05-07 05:00:00,63710.91,63253.25,63456.4,690.12,43796133.62,63554.72,direct,
2024-05-07 06:00:00,63711.2,63412.74,63554.72,816.89,51931454.8,63635.92,direct,
2024-05-07 07:00:00,63850.26,63564.7,63635.92,459.82,29306135.0,63686.82,direct,
2024-05-07 08:00:00,64403.15,63616.2,63686.82,1006.13,64549506.97,64235.33,direct,
2024-05-07 09:00:00,64363.53,64081.01,64235.33,672.87,43220752.07,64130.87,direct,
2024-05-07 10:00:00,64178.21,63772.28,64130.87,781.54,49996145.03,64104.12,direct,
2024-05-07 11:00:00,64131.26,63382.34,64104.12,837.67,53429212.98,63499.58,direct,
2024-05-07 12:00:00,63766.81,63486.45,63499.58,604.98,38481410.81,63671.17,direct,
2024-05-07 13:00:00,63718.53,63121.78,63671.17,1032.53,65468117.84,63209.87,direct,
2024-05-07 14:00:00,64062.74,63095.58,63209.87,1454.74,92296313.18,64035.78,direct,
2024-05-07 15:00:00,64320.23,63603.52,64035.78,1479.52,94601562.82,63736.7,direct,
2024-05-07 16:00:00,63897.13,63491.5,63736.7,675.28,42980165.22,63633.45,direct,
2024-05-07 17:00:00,63655.65,63313.15,63633.45,736.14,46695585.51,63391.38,direct,
2024-05-07 18:00:00,63395.82,62802.25,63391.38,1622.53,102313182.5,63164.49,direct,
2024-05-07 19:00:00,63258.57,62958.81,63164.49,691.69,43653423.64,63054.09,direct,
2024-05-07 20:00:00,63181.85,62890.96,63054.09,578.8,36499730.52,62974.94,direct,
2024-05-07 21:00:00,63150.8,62830.26,62974.94,634.2,39958199.04,63070.4,direct,
2024-05-07 22:00:00,63110.21,62749.73,63070.4,674.59,42451193.63,62857.55,direct,
2024-05-07 23:00:00,62880.65,62274.09,62857.55,1481.29,92503387.02,62323.36,direct,
2024-05-08 00:00:00,62691.54,62124.16,62323.36,971.51,60685485.1,62590.48,direct,
2024-05-08 01:00:00,62703.76,62418.97,62590.48,614.88,38474972.98,62516.3,direct,
2024-05-08 02:00:00,62840.89,62515.98,62516.3,560.38,35152086.6,62758.43,direct,
2024-05-08 03:00:00,62953.18,62593.72,62758.43,519.73,32633639.22,62884.48,direct,
2024-05-08 04:00:00,63004.6,62369.53,62884.48,621.92,39001401.23,62523.49,direct,
2024-05-08 05:00:00,62733.35,62367.74,62523.49,384.69,24063737.47,62607.84,direct,
2024-05-08 06:00:00,62693.32,62141.92,62607.84,804.61,50227590.31,62495.86,direct,
2024-05-08 07:00:00,62586.66,62087.14,62495.86,507.47,31606221.14,62206.51,direct,
2024-05-08 08:00:00,62418.92,62058.17,62206.51,585.59,36449570.53,62381.41,direct,
2024-05-08 09:00:00,62412.21,62086.88,62381.41,756.2,47061259.72,62300.39,direct,
2024-05-08 10:00:00,62513.6,62267.21,62300.39,423.9,26456741.4,62452.32,direct,
2024-05-08 11:00:00,62493.23,62149.22,62452.32,504.15,31410278.65,62247.69,direct,
2024-05-08 12:00:00,62446.37,62090.35,62247.69,789.18,49127101.08,62228.08,direct,
2024-05-08 13:00:00,62426.57,61779.26,62228.08,1291.3,80094362.46,62420.95,direct,
2024-05-08 14:00:00,62815.03,62162.17,62420.95,1062.76,66447461.93,62567.21,direct,
2024-05-08 15:00:00,62601.35,61881.91,62567.21,1437.34,89453101.78,62264.05,direct,
2024-05-08 16:00:00,62436.58,61989.34,62264.05,763.68,47524316.54,62433.7,direct,
2024-05-08 17:00:00,62668.37,62363.64,62433.7,568.21,35524699.0,62588.29,direct,
2024-05-08 18:00:00,62752.29,62441.33,62588.29,435.07,27245867.68,62504.37,direct,
2024-05-08 19:00:00,62531.25,61955.45,62504.37,828.68,51572896.03,62158.52,direct,
2024-05-08 20:00:00,62220.92,61442.19,62158.52,1175.92,72600681.63,61567.8,direct,
2024-05-08 21:00:00,61743.46,61376.3,61567.8,843.6,51916517.72,61476.8,direct,
2024-05-08 22:00:00,61554.17,61091.19,61476.8,1053.23,64551923.19,61242.21,direct,
2024-05-08 23:00:00,61249.58,60867.52,61242.21,1089.39,66509538.05,61179.81,direct,
2024-05-09 00:00:00,61449.6,61130.43,61179.81,461.07,28264177.59,61390.19,direct,
2024-05-09 01:00:00,61540.4,61369.49,61390.19,344.16,21155032.91,61525.86,direct,
2024-05-09 02:00:00,61672.41,61472.7,61525.86,322.59,19864881.0,61645.01,direct,
2024-05-09 03:00:00,61773.82,61407.83,61645.01,379.34,23364424.54,61660.05,direct,
2024-05-09 04:00:00,61735.39,61416.06,61660.05,429.34,26433694.11,61487.24,direct,
2024-05-09 05:00:00,61686.34,61435.16,61487.24,322.53,19856508.14,61562.43,direct,
2024-05-09 06:00:00,61752.31,61515.45,61562.43,242.04,14921501.51,61601.29,direct,
2024-05-09 07:00:00,61629.01,61123.68,61601.29,520.43,31951037.32,61234.68,direct,
2024-05-09 08:00:00,61418.12,61154.96,61234.68,385.9,23665203.0,61292.8,direct,
2024-05-09 09:00:00,61340.3,60917.25,61292.8,638.18,39000470.47,61264.88,direct,
2024-05-09 10:00:00,61298.16,60767.43,61264.88,674.64,41171593.36,60784.08,direct,
